date,종가,전일대비,등락율
2008.04.17,5.00,보합0.00,0.00%
2008.04.16,5.00,보합0.00,0.00%
2008.04.15,5.00,보합0.00,0.00%
2008.04.14,5.00,보합0.00,0.00%
2008.04.11,5.00,상승0.02,+ 0.40%
2008.04.10,4.98,하락0.05,-0.99%
2008.04.08,5.03,하락0.07,-1.37%
2008.04.07,5.04,하락0.06,-1.18%
2008.04.04,5.10,상승0.09,+ 1.80%
2008.04.03,5.01,상승0.01,+ 0.20%
2008.04.02,5.00,상승0.03,+ 0.60%
2008.04.01,4.97,하락0.01,-0.20%
2008.03.31,4.98,상승0.02,+ 0.40%
2008.03.28,4.96,상승0.02,+ 0.40%
2008.03.27,4.94,보합0.00,0.00%
2008.03.26,4.94,하락0.03,-0.60%
2008.03.25,4.97,하락0.01,-0.20%
2008.03.24,4.97,하락0.01,-0.20%
2008.03.21,4.98,보합0.00,0.00%
2008.03.20,4.98,상승0.03,+ 0.61%
2008.03.19,4.95,하락0.04,-0.80%
2008.03.18,4.99,상승0.03,+ 0.60%
2008.03.17,4.96,하락0.02,-0.40%
2008.03.14,4.98,보합0.00,0.00%
2008.03.13,4.98,보합0.00,0.00%
2008.03.12,4.98,하락0.01,-0.20%
2008.03.11,4.99,보합0.00,0.00%
2008.03.10,4.99,하락0.01,-0.20%
2008.03.07,5.00,보합0.00,0.00%
2008.03.06,5.00,상승0.07,+ 1.42%
2008.03.05,4.93,하락0.02,-0.40%
2008.03.04,4.95,상승0.01,+ 0.20%
2008.03.03,4.94,보합0.00,0.00%
2008.02.29,4.94,하락0.02,-0.40%
2008.02.28,4.96,상승0.02,+ 0.40%
2008.02.27,4.94,하락0.01,-0.20%
2008.02.26,4.95,하락0.03,-0.60%
2008.02.25,4.98,하락0.02,-0.40%
2008.02.22,5.00,하락0.02,-0.40%
2008.02.21,5.02,상승0.08,+ 1.62%
2008.02.20,4.94,하락0.01,-0.20%
2008.02.19,4.95,하락0.05,-1.00%
2008.02.18,4.98,하락0.02,-0.40%
2008.02.15,5.00,보합0.00,0.00%
2008.02.14,5.00,보합0.00,0.00%
2008.02.13,5.00,보합0.00,0.00%
2008.02.12,5.00,보합0.00,0.00%
2008.02.11,5.00,상승0.06,+ 1.21%
2008.02.05,4.94,하락0.02,-0.40%
2008.02.04,4.96,상승0.05,+ 1.02%
2008.02.01,4.91,하락0.07,-1.41%
2008.01.31,4.96,하락0.02,-0.40%
2008.01.30,4.98,하락0.03,-0.60%
2008.01.29,5.00,하락0.01,-0.20%
2008.01.28,5.01,보합0.00,0.00%
2008.01.25,5.01,보합0.00,0.00%
2008.01.24,5.01,보합0.00,0.00%
2008.01.23,5.01,상승0.11,+ 2.24%
2008.01.22,4.90,하락0.03,-0.61%
2008.01.21,4.93,하락0.04,-0.80%
2008.01.18,4.97,하락0.05,-1.00%
2008.01.17,5.02,보합0.00,0.00%
2008.01.16,5.02,상승0.01,+ 0.20%
2008.01.15,5.01,보합0.00,0.00%
2008.01.14,5.01,상승0.01,+ 0.20%
2008.01.11,5.00,상승0.01,+ 0.20%
2008.01.10,5.01,상승0.02,+ 0.40%
2008.01.09,4.99,상승0.01,+ 0.20%
2008.01.08,4.98,상승0.03,+ 0.61%
2008.01.07,4.95,하락0.04,-0.80%
2008.01.04,4.99,상승0.01,+ 0.20%
2008.01.03,4.98,상승0.02,+ 0.40%
2008.01.02,4.96,하락0.06,-1.20%
2007.12.31,5.02,상승0.02,+ 0.40%
2007.12.27,5.00,보합0.00,0.00%
2007.12.26,5.00,보합0.00,0.00%
2007.12.24,5.00,상승0.01,+ 0.20%
2007.12.21,4.99,하락0.01,-0.20%
2007.12.20,5.00,보합0.00,0.00%
2007.12.18,5.00,상승0.01,+ 0.20%
2007.12.17,5.00,상승0.01,+ 0.20%
2007.12.14,4.99,보합0.00,0.00%
2007.12.13,4.99,보합0.00,0.00%
2007.12.12,5.00,상승0.01,+ 0.20%
2007.12.11,4.99,보합0.00,0.00%
2007.12.10,4.99,상승0.20,+ 4.18%
2007.12.07,4.79,하락0.17,-3.43%
2007.12.06,4.86,하락0.10,-2.02%
2007.12.05,4.96,하락0.04,-0.80%
2007.12.04,5.00,보합0.00,0.00%
2007.12.03,5.00,하락0.02,-0.40%
2007.11.30,5.02,상승0.01,+ 0.20%
2007.11.29,5.01,보합0.00,0.00%
2007.11.28,5.01,보합0.00,0.00%
2007.11.27,5.00,하락0.01,-0.20%
2007.11.26,5.01,상승0.01,+ 0.20%
2007.11.23,5.00,상승0.02,+ 0.40%
2007.11.22,4.98,하락0.01,-0.20%
2007.11.21,4.99,상승0.01,+ 0.20%
2007.11.20,4.98,하락0.03,-0.60%
2007.11.19,5.01,보합0.00,0.00%
2007.11.16,5.01,보합0.00,0.00%
2007.11.15,5.01,보합0.00,0.00%
2007.11.14,5.01,보합0.00,0.00%
2007.11.13,5.01,하락0.01,-0.20%
2007.11.12,5.02,상승0.01,+ 0.20%
2007.11.09,5.01,보합0.00,0.00%
2007.11.08,5.01,보합0.00,0.00%
2007.11.07,5.01,하락0.03,-0.60%
2007.11.06,5.04,상승0.06,+ 1.20%
2007.11.05,4.98,보합0.00,0.00%
2007.11.02,4.98,하락0.02,-0.40%
2007.11.01,5.00,하락0.02,-0.40%
2007.10.31,5.02,보합0.00,0.00%
2007.10.30,5.02,상승0.01,+ 0.20%
2007.10.29,5.01,하락0.01,-0.20%
2007.10.26,5.02,보합0.00,0.00%
2007.10.25,5.02,보합0.00,0.00%
2007.10.24,5.02,상승0.02,+ 0.40%
2007.10.23,5.00,하락0.01,-0.20%
2007.10.22,4.99,하락0.02,-0.40%
2007.10.19,5.01,상승0.01,+ 0.20%
2007.10.18,5.00,보합0.00,0.00%
2007.10.17,5.00,하락0.01,-0.20%
2007.10.16,5.01,하락0.01,-0.20%
2007.10.15,5.02,상승0.01,+ 0.20%
2007.10.12,5.01,상승0.01,+ 0.20%
2007.10.11,5.00,상승0.01,+ 0.20%
2007.10.10,4.99,상승0.01,+ 0.20%
2007.10.09,4.98,하락0.02,-0.40%
2007.10.08,4.98,하락0.02,-0.40%
2007.10.05,5.00,하락0.01,-0.20%
2007.10.04,5.01,상승0.03,+ 0.60%
2007.10.02,4.98,하락0.01,-0.20%
2007.10.01,4.99,상승0.01,+ 0.20%
2007.09.28,4.98,보합0.00,0.00%
2007.09.27,4.98,상승0.08,+ 1.63%
2007.09.21,4.90,하락0.07,-1.41%
2007.09.20,4.91,하락0.06,-1.21%
2007.09.19,4.97,하락0.02,-0.40%
2007.09.18,4.99,보합0.00,0.00%
2007.09.17,4.99,보합0.00,0.00%
2007.09.14,4.99,보합0.00,0.00%
2007.09.13,4.99,상승0.01,+ 0.20%
2007.09.12,4.98,보합0.00,0.00%
2007.09.11,4.98,상승0.01,+ 0.20%
2007.09.10,4.97,상승0.07,+ 1.43%
2007.09.07,4.90,하락0.03,-0.61%
2007.09.06,4.93,하락0.04,-0.80%
2007.09.05,4.97,하락0.01,-0.20%
2007.09.04,4.98,하락0.02,-0.40%
2007.09.03,5.00,상승0.02,+ 0.40%
2007.08.31,4.98,상승0.01,+ 0.20%
2007.08.30,4.97,보합0.00,0.00%
2007.08.29,4.97,하락0.01,-0.20%
2007.08.28,4.98,보합0.00,0.00%
2007.08.27,4.98,보합0.00,0.00%
2007.08.24,4.98,보합0.00,0.00%
2007.08.23,4.98,상승0.01,+ 0.20%
2007.08.22,4.97,하락0.01,-0.20%
2007.08.21,4.98,보합0.00,0.00%
2007.08.20,4.98,보합0.00,0.00%
2007.08.17,4.98,보합0.00,0.00%
2007.08.16,4.98,하락0.01,-0.20%
2007.08.14,4.99,하락0.01,-0.20%
2007.08.13,5.00,하락0.02,-0.40%
2007.08.10,5.02,상승0.01,+ 0.20%
2007.08.09,5.01,상승0.31,+ 6.60%
2007.08.08,4.70,상승0.02,+ 0.43%
2007.08.07,4.68,상승0.01,+ 0.21%
2007.08.06,4.67,하락0.02,-0.43%
2007.08.03,4.69,하락0.07,-1.47%
2007.08.02,4.65,상승0.07,+ 1.53%
2007.08.01,4.58,하락0.18,-3.78%
2007.07.31,4.76,보합0.00,0.00%
2007.07.30,4.76,하락0.01,-0.21%
2007.07.27,4.77,하락0.01,-0.21%
2007.07.26,4.78,보합0.00,0.00%
2007.07.25,4.78,보합0.00,0.00%
2007.07.24,4.78,보합0.00,0.00%
2007.07.23,4.78,하락0.09,-1.85%
2007.07.20,4.87,상승0.10,+ 2.10%
2007.07.19,4.85,상승0.08,+ 1.68%
2007.07.18,4.77,상승0.04,+ 0.85%
2007.07.16,4.73,상승0.02,+ 0.42%
2007.07.13,4.71,하락0.01,-0.21%
2007.07.12,4.72,상승0.25,+ 5.59%
2007.07.11,4.48,상승0.01,+ 0.22%
2007.07.10,4.47,상승0.10,+ 2.29%
2007.07.09,4.47,상승0.10,+ 2.29%
2007.07.06,4.37,하락0.05,-1.13%
2007.07.05,4.42,하락0.06,-1.34%
2007.07.04,4.48,하락0.02,-0.44%
2007.07.03,4.50,보합0.00,0.00%
2007.07.02,4.50,하락0.02,-0.44%
2007.06.29,4.52,상승0.01,+ 0.22%
2007.06.28,4.51,보합0.00,0.00%
2007.06.27,4.51,보합0.00,0.00%
2007.06.26,4.51,하락0.01,-0.22%
2007.06.25,4.52,상승0.05,+ 1.12%
2007.06.22,4.47,하락0.07,-1.54%
2007.06.21,4.54,하락0.02,-0.44%
2007.06.20,4.56,하락0.03,-0.65%
2007.06.19,4.59,보합0.00,0.00%
2007.06.18,4.59,보합0.00,0.00%
2007.06.15,4.59,상승0.05,+ 1.10%
2007.06.14,4.59,상승0.01,+ 0.22%
2007.06.13,4.58,상승0.04,+ 0.88%
2007.06.12,4.54,보합0.00,0.00%
2007.06.11,4.54,상승0.02,+ 0.44%
2007.06.08,4.52,상승0.08,+ 1.80%
2007.06.07,4.44,하락0.05,-1.11%
2007.06.05,4.49,하락0.02,-0.44%
2007.06.04,4.51,하락0.01,-0.22%
2007.06.01,4.52,하락0.03,-0.66%
2007.05.31,4.55,하락0.01,-0.22%
2007.05.30,4.56,상승0.01,+ 0.22%
2007.05.29,4.55,상승0.01,+ 0.22%
2007.05.28,4.54,하락0.04,-0.87%
2007.05.25,4.58,보합0.00,0.00%
2007.05.23,4.58,상승0.06,+ 1.33%
2007.05.22,4.52,하락0.07,-1.53%
2007.05.21,4.59,상승0.02,+ 0.44%
2007.05.18,4.57,하락0.04,-0.87%
2007.05.17,4.61,보합0.00,0.00%
2007.05.16,4.61,보합0.00,0.00%
2007.05.15,4.61,하락0.01,-0.22%
2007.05.14,4.62,상승0.01,+ 0.22%
2007.05.11,4.61,하락0.02,-0.43%
2007.05.10,4.63,보합0.00,0.00%
2007.05.09,4.63,보합0.00,0.00%
2007.05.08,4.63,하락0.09,-1.91%
2007.05.07,4.72,상승0.03,+ 0.64%
2007.05.04,4.69,하락0.05,-1.05%
2007.05.03,4.74,하락0.03,-0.63%
2007.05.02,4.77,하락0.11,-2.25%
2007.04.30,4.88,하락0.21,-4.13%
2007.04.27,5.09,상승0.05,+ 0.99%
2007.04.26,5.04,상승0.30,+ 6.33%
2007.04.25,4.74,상승0.07,+ 1.50%
2007.04.24,4.67,하락0.04,-0.85%
2007.04.23,4.64,하락0.07,-1.49%
2007.04.20,4.71,상승0.08,+ 1.73%
2007.04.19,4.60,하락0.03,-0.65%
2007.04.18,4.63,보합0.00,0.00%
2007.04.17,4.63,보합0.00,0.00%
2007.04.16,4.63,보합0.00,0.00%
2007.04.13,4.63,상승0.01,+ 0.22%
2007.04.12,4.62,상승0.01,+ 0.22%
2007.04.11,4.61,보합0.00,0.00%
2007.04.10,4.61,보합0.00,0.00%
2007.04.09,4.61,상승0.26,+ 5.98%
2007.04.06,4.35,하락0.05,-1.14%
2007.04.05,4.40,하락0.20,-4.35%
2007.04.04,4.60,하락0.02,-0.43%
2007.04.03,4.62,하락0.01,-0.22%
2007.04.02,4.63,보합0.00,0.00%
2007.03.30,4.63,상승0.02,+ 0.43%
2007.03.29,4.61,상승0.03,+ 0.66%
2007.03.28,4.58,하락0.03,-0.65%
2007.03.27,4.61,보합0.00,0.00%
2007.03.26,4.61,상승0.02,+ 0.44%
2007.03.23,4.59,상승0.14,+ 3.15%
2007.03.22,4.45,하락0.05,-1.11%
2007.03.21,4.50,하락0.11,-2.39%
2007.03.20,4.61,하락0.03,-0.65%
2007.03.19,4.64,보합0.00,0.00%
2007.03.16,4.64,보합0.00,0.00%
2007.03.15,4.64,보합0.00,0.00%
2007.03.14,4.64,상승0.03,+ 0.65%
2007.03.13,4.61,보합0.00,0.00%
2007.03.12,4.61,상승0.02,+ 0.44%
2007.03.09,4.59,상승0.04,+ 0.88%
2007.03.08,4.55,하락0.02,-0.44%
2007.03.07,4.57,상승0.02,+ 0.44%
2007.03.06,4.55,하락0.04,-0.87%
2007.03.05,4.59,상승0.05,+ 1.10%
2007.03.02,4.54,상승0.04,+ 0.89%
2007.02.28,4.55,상승0.05,+ 1.11%
2007.02.27,4.50,보합0.00,0.00%
2007.02.26,4.50,하락0.06,-1.32%
2007.02.23,4.56,하락0.01,-0.22%
2007.02.22,4.57,보합0.00,0.00%
2007.02.21,4.57,하락0.19,-3.99%
2007.02.20,4.76,하락0.09,-1.86%
2007.02.16,4.85,상승0.15,+ 3.19%
2007.02.15,4.70,상승0.02,+ 0.43%
2007.02.14,4.68,상승0.07,+ 1.52%
2007.02.13,4.61,상승0.05,+ 1.10%
2007.02.12,4.56,상승0.01,+ 0.22%
2007.02.09,4.55,보합0.00,0.00%
2007.02.08,4.55,상승0.06,+ 1.34%
2007.02.07,4.49,상승0.03,+ 0.67%
2007.02.06,4.46,하락0.08,-1.76%
2007.02.05,4.54,하락0.06,-1.30%
2007.02.02,4.60,보합0.00,0.00%
2007.02.01,4.60,하락0.01,-0.22%
2007.01.31,4.61,보합0.00,0.00%
2007.01.30,4.61,하락0.09,-1.91%
2007.01.29,4.70,보합0.00,0.00%
2007.01.26,4.70,상승0.08,+ 1.73%
2007.01.25,4.62,상승0.01,+ 0.22%
2007.01.24,4.61,상승0.01,+ 0.22%
2007.01.23,4.60,하락0.01,-0.22%
2007.01.22,4.61,상승0.03,+ 0.66%
2007.01.19,4.58,하락0.13,-2.76%
2007.01.18,4.71,상승0.04,+ 0.86%
2007.01.17,4.67,상승0.03,+ 0.65%
2007.01.16,4.64,보합0.00,0.00%
2007.01.15,4.64,보합0.00,0.00%
2007.01.12,4.64,상승0.01,+ 0.22%
2007.01.11,4.63,하락0.04,-0.86%
2007.01.10,4.67,상승0.05,+ 1.08%
2007.01.09,4.62,상승0.01,+ 0.22%
2007.01.08,4.61,하락0.05,-1.07%
2007.01.05,4.66,하락0.01,-0.21%
2007.01.04,4.67,상승0.11,+ 2.41%
2007.01.03,4.56,상승0.02,+ 0.44%
2007.01.02,4.54,하락0.06,-1.30%
2006.12.29,4.60,상승0.02,+ 0.44%
2006.12.28,4.58,상승0.03,+ 0.66%
2006.12.27,4.55,하락0.01,-0.22%
2006.12.26,4.56,상승0.03,+ 0.66%
2006.12.22,4.53,상승0.04,+ 0.89%
2006.12.21,4.49,하락0.01,-0.22%
2006.12.20,4.50,상승0.01,+ 0.22%
2006.12.19,4.49,상승0.01,+ 0.22%
2006.12.18,4.48,보합0.00,0.00%
2006.12.15,4.48,상승0.01,+ 0.22%
2006.12.14,4.47,보합0.00,0.00%
2006.12.13,4.47,상승0.02,+ 0.45%
2006.12.12,4.45,보합0.00,0.00%
2006.12.11,4.45,하락0.01,-0.22%
2006.12.08,4.46,상승0.10,+ 2.29%
2006.12.07,4.36,하락0.13,-2.90%
2006.12.06,4.49,상승0.03,+ 0.67%
2006.12.05,4.46,하락0.01,-0.22%
2006.12.04,4.47,보합0.00,0.00%
2006.12.01,4.47,하락0.02,-0.45%
2006.11.30,4.49,상승0.02,+ 0.45%
2006.11.29,4.47,보합0.00,0.00%
2006.11.28,4.47,상승0.01,+ 0.22%
2006.11.27,4.46,하락0.01,-0.22%
2006.11.24,4.47,보합0.00,0.00%
2006.11.23,4.47,하락0.02,-0.45%
2006.11.22,4.49,보합0.00,0.00%
2006.11.21,4.49,상승0.02,+ 0.45%
2006.11.20,4.47,보합0.00,0.00%
2006.11.17,4.47,하락0.01,-0.22%
2006.11.16,4.48,보합0.00,0.00%
2006.11.15,4.48,상승0.01,+ 0.22%
2006.11.14,4.47,보합0.00,0.00%
2006.11.13,4.47,보합0.00,0.00%
2006.11.10,4.47,하락0.01,-0.22%
2006.11.09,4.48,보합0.00,0.00%
2006.11.08,4.48,하락0.01,-0.22%
2006.11.07,4.49,상승0.05,+ 1.13%
2006.11.06,4.44,하락0.03,-0.67%
2006.11.03,4.47,보합0.00,0.00%
2006.11.02,4.47,보합0.00,0.00%
2006.11.01,4.47,하락0.01,-0.22%
2006.10.31,4.48,보합0.00,0.00%
2006.10.30,4.48,상승0.01,+ 0.22%
2006.10.27,4.47,하락0.01,-0.22%
2006.10.26,4.48,보합0.00,0.00%
2006.10.25,4.48,보합0.00,0.00%
2006.10.24,4.48,보합0.00,0.00%
2006.10.23,4.48,보합0.00,0.00%
2006.10.20,4.48,하락0.01,-0.22%
2006.10.19,4.49,상승0.01,+ 0.22%
2006.10.18,4.48,보합0.00,0.00%
2006.10.17,4.48,보합0.00,0.00%
2006.10.16,4.48,보합0.00,0.00%
2006.10.13,4.48,보합0.00,0.00%
2006.10.12,4.48,상승0.01,+ 0.22%
2006.10.11,4.47,하락0.01,-0.22%
2006.10.10,4.48,보합0.00,0.00%
2006.10.09,4.48,상승0.03,+ 0.67%
2006.10.04,4.45,상승0.01,+ 0.23%
2006.10.02,4.44,하락0.04,-0.89%
2006.09.29,4.48,상승0.01,+ 0.22%
2006.09.28,4.47,보합0.00,0.00%
2006.09.27,4.47,보합0.00,0.00%
2006.09.26,4.47,하락0.01,-0.22%
2006.09.25,4.48,하락0.01,-0.22%
2006.09.22,4.49,상승0.01,+ 0.22%
2006.09.21,4.48,상승0.01,+ 0.22%
2006.09.20,4.47,보합0.00,0.00%
2006.09.19,4.47,보합0.00,0.00%
2006.09.18,4.47,보합0.00,0.00%
2006.09.15,4.47,보합0.00,0.00%
2006.09.14,4.47,보합0.00,0.00%
2006.09.13,4.47,보합0.00,0.00%
2006.09.12,4.47,보합0.00,0.00%
2006.09.11,4.47,하락0.01,-0.22%
2006.09.08,4.48,상승0.01,+ 0.22%
2006.09.07,4.47,상승0.04,+ 0.90%
2006.09.06,4.43,하락0.04,-0.89%
2006.09.05,4.47,보합0.00,0.00%
2006.09.04,4.47,하락0.01,-0.22%
2006.09.01,4.48,하락0.01,-0.22%
2006.08.31,4.49,상승0.01,+ 0.22%
2006.08.30,4.48,보합0.00,0.00%
2006.08.29,4.48,보합0.00,0.00%
2006.08.28,4.48,하락0.01,-0.22%
2006.08.25,4.49,보합0.00,0.00%
2006.08.24,4.49,보합0.00,0.00%
2006.08.23,4.49,상승0.02,+ 0.45%
2006.08.22,4.47,하락0.01,-0.22%
2006.08.21,4.48,보합0.00,0.00%
2006.08.18,4.48,하락0.01,-0.22%
2006.08.17,4.49,보합0.00,0.00%
2006.08.16,4.49,보합0.00,0.00%
2006.08.14,4.49,하락0.01,-0.22%
2006.08.11,4.50,상승0.01,+ 0.22%
2006.08.10,4.49,상승0.25,+ 5.90%
2006.08.09,4.24,하락0.01,-0.24%
2006.08.08,4.25,보합0.00,0.00%
2006.08.07,4.25,하락0.04,-0.93%
2006.08.04,4.29,상승0.06,+ 1.42%
2006.08.03,4.23,상승0.01,+ 0.24%
2006.08.02,4.22,상승0.01,+ 0.24%
2006.08.01,4.21,하락0.01,-0.24%
2006.07.31,4.22,보합0.00,0.00%
2006.07.28,4.22,보합0.00,0.00%
2006.07.27,4.22,하락0.01,-0.24%
2006.07.26,4.23,보합0.00,0.00%
2006.07.25,4.23,보합0.00,0.00%
2006.07.24,4.23,하락0.07,-1.63%
2006.07.21,4.30,상승0.11,+ 2.63%
2006.07.20,4.19,하락0.02,-0.48%
2006.07.19,4.21,보합0.00,0.00%
2006.07.18,4.21,보합0.00,0.00%
2006.07.14,4.21,상승0.01,+ 0.24%
2006.07.13,4.20,보합0.00,0.00%
2006.07.12,4.20,보합0.00,0.00%
2006.07.11,4.20,보합0.00,0.00%
2006.07.10,4.20,하락0.02,-0.47%
2006.07.07,4.22,상승0.03,+ 0.72%
2006.07.06,4.19,하락0.01,-0.24%
2006.07.05,4.20,보합0.00,0.00%
2006.07.04,4.20,보합0.00,0.00%
2006.07.03,4.20,하락0.01,-0.24%
2006.06.30,4.21,상승0.01,+ 0.24%
2006.06.29,4.20,상승0.01,+ 0.24%
2006.06.28,4.19,하락0.01,-0.24%
2006.06.27,4.20,보합0.00,0.00%
2006.06.26,4.20,보합0.00,0.00%
2006.06.23,4.20,하락0.02,-0.47%
2006.06.22,4.22,상승0.03,+ 0.72%
2006.06.21,4.19,보합0.00,0.00%
2006.06.20,4.19,보합0.00,0.00%
2006.06.19,4.19,보합0.00,0.00%
2006.06.16,4.19,하락0.02,-0.48%
2006.06.15,4.21,상승0.01,+ 0.24%
2006.06.14,4.20,보합0.00,0.00%
2006.06.13,4.20,보합0.00,0.00%
2006.06.12,4.20,보합0.00,0.00%
2006.06.09,4.20,보합0.00,0.00%
2006.06.08,4.20,상승0.21,+ 5.26%
2006.06.07,3.99,상승0.05,+ 1.27%
2006.06.05,3.94,하락0.01,-0.25%
2006.06.02,3.95,하락0.01,-0.25%
2006.06.01,3.96,보합0.00,0.00%
2006.05.30,3.96,보합0.00,0.00%
2006.05.29,3.96,상승0.01,+ 0.25%
2006.05.26,3.95,하락0.01,-0.25%
2006.05.25,3.96,보합0.00,0.00%
2006.05.24,3.96,보합0.00,0.00%
2006.05.23,3.96,하락0.01,-0.25%
2006.05.22,3.97,상승0.03,+ 0.76%
2006.05.19,3.94,하락0.02,-0.51%
2006.05.18,3.96,보합0.00,0.00%
2006.05.17,3.96,보합0.00,0.00%
2006.05.16,3.96,보합0.00,0.00%
2006.05.15,3.96,보합0.00,0.00%
2006.05.12,3.96,하락0.01,-0.25%
2006.05.11,3.97,보합0.00,0.00%
2006.05.10,3.97,상승0.01,+ 0.25%
2006.05.09,3.96,보합0.00,0.00%
2006.05.08,3.96,상승0.02,+ 0.51%
2006.05.04,3.94,하락0.03,-0.76%
2006.05.03,3.97,보합0.00,0.00%
2006.05.02,3.97,보합0.00,0.00%
2006.04.28,3.97,보합0.00,0.00%
2006.04.27,3.97,보합0.00,0.00%
2006.04.26,3.97,보합0.00,0.00%
2006.04.25,3.97,보합0.00,0.00%
2006.04.24,3.97,하락0.03,-0.75%
2006.04.21,4.00,상승0.03,+ 0.76%
2006.04.20,3.97,하락0.02,-0.50%
2006.04.19,3.99,상승0.03,+ 0.76%
2006.04.18,3.96,보합0.00,0.00%
2006.04.17,3.96,보합0.00,0.00%
2006.04.14,3.96,보합0.00,0.00%
2006.04.13,3.96,하락0.01,-0.25%
2006.04.12,3.97,보합0.00,0.00%
2006.04.11,3.97,보합0.00,0.00%
2006.04.10,3.97,상승0.05,+ 1.28%
2006.04.07,3.92,하락0.01,-0.25%
2006.04.06,3.93,하락0.03,-0.76%
2006.04.05,3.96,보합0.00,0.00%
2006.04.04,3.96,하락0.01,-0.25%
2006.04.03,3.97,보합0.00,0.00%
2006.03.31,3.97,상승0.01,+ 0.25%
2006.03.30,3.96,보합0.00,0.00%
2006.03.29,3.96,하락0.01,-0.25%
2006.03.28,3.97,하락0.01,-0.25%
2006.03.27,3.98,상승0.01,+ 0.25%
2006.03.24,3.97,보합0.00,0.00%
2006.03.23,3.97,상승0.05,+ 1.28%
2006.03.22,3.92,하락0.03,-0.76%
2006.03.21,3.95,하락0.03,-0.75%
2006.03.20,3.98,상승0.01,+ 0.25%
2006.03.17,3.97,하락0.01,-0.25%
2006.03.16,3.98,보합0.00,0.00%
2006.03.15,3.98,보합0.00,0.00%
2006.03.14,3.98,보합0.00,0.00%
2006.03.13,3.98,보합0.00,0.00%
2006.03.10,3.98,보합0.00,0.00%
2006.03.09,3.98,보합0.00,0.00%
2006.03.08,3.98,상승0.04,+ 1.02%
2006.03.07,3.94,하락0.01,-0.25%
2006.03.06,3.95,하락0.03,-0.75%
2006.03.03,3.98,하락0.01,-0.25%
2006.03.02,3.99,보합0.00,0.00%
2006.02.28,3.99,보합0.00,0.00%
2006.02.27,3.99,보합0.00,0.00%
2006.02.24,3.99,보합0.00,0.00%
2006.02.23,3.99,상승0.02,+ 0.50%
2006.02.22,3.97,상승0.02,+ 0.51%
2006.02.21,3.95,하락0.03,-0.75%
2006.02.20,3.98,보합0.00,0.00%
2006.02.17,3.98,하락0.01,-0.25%
2006.02.16,3.99,보합0.00,0.00%
2006.02.15,3.99,보합0.00,0.00%
2006.02.14,3.99,보합0.00,0.00%
2006.02.13,3.99,보합0.00,0.00%
2006.02.10,3.99,보합0.00,0.00%
2006.02.09,3.99,상승0.25,+ 6.68%
2006.02.08,3.74,상승0.06,+ 1.63%
2006.02.07,3.68,하락0.01,-0.27%
2006.02.06,3.69,하락0.04,-1.07%
2006.02.03,3.73,하락0.01,-0.27%
2006.02.02,3.74,하락0.01,-0.27%
2006.02.01,3.75,하락0.01,-0.27%
2006.01.31,3.76,상승0.01,+ 0.27%
2006.01.27,3.75,하락0.01,-0.27%
2006.01.26,3.76,상승0.01,+ 0.27%
2006.01.25,3.75,상승0.01,+ 0.27%
2006.01.24,3.74,보합0.00,0.00%
2006.01.23,3.74,상승0.02,+ 0.54%
2006.01.20,3.72,상승0.02,+ 0.54%
2006.01.19,3.70,하락0.04,-1.07%
2006.01.18,3.74,보합0.00,0.00%
2006.01.17,3.74,보합0.00,0.00%
2006.01.16,3.74,상승0.01,+ 0.27%
2006.01.13,3.73,하락0.01,-0.27%
2006.01.12,3.74,보합0.00,0.00%
2006.01.11,3.74,보합0.00,0.00%
2006.01.10,3.74,보합0.00,0.00%
2006.01.09,3.74,상승0.05,+ 1.36%
2006.01.06,3.69,하락0.01,-0.27%
2006.01.05,3.70,하락0.04,-1.07%
2006.01.04,3.74,보합0.00,0.00%
2006.01.03,3.74,보합0.00,0.00%
2006.01.02,3.74,하락0.02,-0.53%
2005.12.30,3.76,상승0.01,+ 0.27%
2005.12.29,3.75,상승0.01,+ 0.27%
2005.12.28,3.74,보합0.00,0.00%
2005.12.27,3.74,하락0.01,-0.27%
2005.12.26,3.75,상승0.01,+ 0.27%
2005.12.23,3.74,상승0.06,+ 1.63%
2005.12.22,3.68,하락0.02,-0.54%
2005.12.21,3.70,하락0.05,-1.33%
2005.12.20,3.75,상승0.01,+ 0.27%
2005.12.19,3.74,보합0.00,0.00%
2005.12.16,3.74,보합0.00,0.00%
2005.12.15,3.74,하락0.01,-0.27%
2005.12.14,3.75,상승0.01,+ 0.27%
2005.12.13,3.74,보합0.00,0.00%
2005.12.12,3.74,상승0.01,+ 0.27%
2005.12.09,3.73,보합0.00,0.00%
2005.12.08,3.73,상승0.26,+ 7.49%
2005.12.07,3.47,상승0.04,+ 1.17%
2005.12.06,3.43,하락0.05,-1.44%
2005.12.05,3.48,하락0.01,-0.29%
2005.12.02,3.49,하락0.01,-0.29%
2005.12.01,3.50,보합0.00,0.00%
2005.11.30,3.50,상승0.01,+ 0.29%
2005.11.29,3.49,보합0.00,0.00%
2005.11.28,3.49,하락0.01,-0.29%
2005.11.25,3.50,보합0.00,0.00%
2005.11.24,3.50,상승0.01,+ 0.29%
2005.11.23,3.49,상승0.03,+ 0.87%
2005.11.22,3.46,상승0.02,+ 0.58%
2005.11.21,3.44,하락0.05,-1.43%
2005.11.18,3.49,보합0.00,0.00%
2005.11.17,3.49,보합0.00,0.00%
2005.11.16,3.49,보합0.00,0.00%
