date,종가,전일대비,등락율
2010.09.07,2.26,보합0.00,0.00%
2010.09.06,2.26,하락0.01,-0.44%
2010.09.03,2.27,보합0.00,0.00%
2010.09.02,2.27,보합0.00,0.00%
2010.09.01,2.27,하락0.01,-0.44%
2010.08.31,2.28,상승0.01,+ 0.44%
2010.08.30,2.27,하락0.01,-0.44%
2010.08.27,2.28,보합0.00,0.00%
2010.08.26,2.28,하락0.02,-0.87%
2010.08.25,2.30,보합0.00,0.00%
2010.08.24,2.30,상승0.04,+ 1.77%
2010.08.23,2.26,하락0.02,-0.88%
2010.08.20,2.28,보합0.00,0.00%
2010.08.19,2.28,상승0.01,+ 0.44%
2010.08.18,2.27,보합0.00,0.00%
2010.08.17,2.27,보합0.00,0.00%
2010.08.16,2.27,보합0.00,0.00%
2010.08.13,2.27,보합0.00,0.00%
2010.08.12,2.27,하락0.02,-0.87%
2010.08.11,2.29,상승0.01,+ 0.44%
2010.08.10,2.28,보합0.00,0.00%
2010.08.09,2.28,상승0.01,+ 0.44%
2010.08.06,2.27,하락0.01,-0.44%
2010.08.05,2.28,상승0.01,+ 0.44%
2010.08.04,2.27,보합0.00,0.00%
2010.08.03,2.27,하락0.01,-0.44%
2010.08.02,2.28,보합0.00,0.00%
2010.07.30,2.28,보합0.00,0.00%
2010.07.29,2.28,상승0.01,+ 0.44%
2010.07.28,2.27,보합0.00,0.00%
2010.07.27,2.27,보합0.00,0.00%
2010.07.26,2.27,보합0.00,0.00%
2010.07.23,2.27,보합0.00,0.00%
2010.07.22,2.27,보합0.00,0.00%
2010.07.21,2.27,보합0.00,0.00%
2010.07.20,2.27,상승0.01,+ 0.44%
2010.07.19,2.26,상승0.01,+ 0.44%
2010.07.16,2.25,하락0.02,-0.88%
2010.07.15,2.27,상승0.01,+ 0.44%
2010.07.14,2.26,하락0.01,-0.44%
2010.07.13,2.26,하락0.01,-0.44%
2010.07.12,2.27,보합0.00,0.00%
2010.07.09,2.26,상승0.24,+ 11.88%
2010.07.08,2.02,하락0.02,-0.98%
2010.07.07,2.04,하락0.01,-0.49%
2010.07.06,2.05,상승0.04,+ 1.99%
2010.07.05,2.01,상승0.02,+ 1.01%
2010.07.02,1.99,보합0.00,0.00%
2010.07.01,1.99,하락0.04,-1.97%
2010.06.30,2.03,상승0.08,+ 4.10%
2010.06.29,1.95,하락0.04,-2.01%
2010.06.28,1.99,하락0.03,-1.49%
2010.06.25,2.02,보합0.00,0.00%
2010.06.24,2.02,상승0.05,+ 2.54%
2010.06.23,1.97,하락0.04,-1.99%
2010.06.22,2.01,보합0.00,0.00%
2010.06.21,2.01,상승0.01,+ 0.50%
2010.06.18,2.00,하락0.01,-0.50%
2010.06.17,2.01,보합0.00,0.00%
2010.06.16,2.01,하락0.01,-0.50%
2010.06.15,2.02,보합0.00,0.00%
2010.06.14,2.02,상승0.01,+ 0.50%
2010.06.11,2.02,보합0.00,0.00%
2010.06.10,2.02,상승0.05,+ 2.54%
2010.06.09,1.97,상승0.02,+ 1.03%
2010.06.08,1.95,하락0.04,-2.01%
2010.06.07,1.99,상승0.01,+ 0.51%
2010.06.04,1.98,하락0.01,-0.50%
2010.06.03,1.99,보합0.00,0.00%
2010.06.01,1.99,하락0.01,-0.50%
2010.05.31,2.00,상승0.02,+ 1.01%
2010.05.28,1.98,보합0.00,0.00%
2010.05.27,1.98,하락0.01,-0.50%
2010.05.26,1.99,하락0.03,-1.49%
2010.05.25,2.02,보합0.00,0.00%
2010.05.24,2.02,보합0.00,0.00%
2010.05.20,2.02,상승0.01,+ 0.50%
2010.05.19,2.01,보합0.00,0.00%
2010.05.18,2.01,하락0.01,-0.50%
2010.05.17,2.02,상승0.01,+ 0.50%
2010.05.14,2.01,보합0.00,0.00%
2010.05.13,2.01,보합0.00,0.00%
2010.05.12,2.01,보합0.00,0.00%
2010.05.11,2.01,보합0.00,0.00%
2010.05.10,2.01,보합0.00,0.00%
2010.05.07,2.01,하락0.01,-0.50%
2010.05.06,2.02,하락0.03,-1.46%
2010.05.04,2.05,상승0.05,+ 2.50%
2010.05.03,2.00,보합0.00,0.00%
2010.04.30,2.00,보합0.00,0.00%
2010.04.29,2.00,하락0.01,-0.50%
2010.04.28,2.01,보합0.00,0.00%
2010.04.27,2.01,보합0.00,0.00%
2010.04.26,2.01,상승0.01,+ 0.50%
2010.04.23,2.00,보합0.00,0.00%
2010.04.22,2.00,하락0.01,-0.50%
2010.04.21,2.01,상승0.01,+ 0.50%
2010.04.20,2.00,보합0.00,0.00%
2010.04.19,2.00,상승0.01,+ 0.50%
2010.04.16,1.99,하락0.01,-0.50%
2010.04.15,2.00,보합0.00,0.00%
2010.04.14,2.00,하락0.01,-0.50%
2010.04.13,2.01,보합0.00,0.00%
2010.04.12,2.01,상승0.01,+ 0.50%
2010.04.09,2.00,하락0.02,-0.99%
2010.04.08,2.02,보합0.00,0.00%
2010.04.07,2.02,보합0.00,0.00%
2010.04.06,2.02,상승0.02,+ 1.00%
2010.04.05,2.00,보합0.00,0.00%
2010.04.02,2.00,상승0.01,+ 0.50%
2010.04.01,1.99,하락0.01,-0.50%
2010.03.31,2.00,상승0.01,+ 0.50%
2010.03.30,1.99,하락0.01,-0.50%
2010.03.29,2.00,보합0.00,0.00%
2010.03.26,2.00,하락0.01,-0.50%
2010.03.25,2.01,상승0.01,+ 0.50%
2010.03.24,2.00,보합0.00,0.00%
2010.03.23,2.00,하락0.01,-0.50%
2010.03.22,2.01,보합0.00,0.00%
2010.03.19,2.01,보합0.00,0.00%
2010.03.18,2.01,상승0.01,+ 0.50%
2010.03.17,2.00,하락0.01,-0.50%
2010.03.16,2.01,보합0.00,0.00%
2010.03.15,2.01,하락0.01,-0.50%
2010.03.12,2.02,보합0.00,0.00%
2010.03.11,2.02,상승0.03,+ 1.51%
2010.03.10,1.99,하락0.03,-1.49%
2010.03.09,2.02,보합0.00,0.00%
2010.03.08,2.02,상승0.01,+ 0.50%
2010.03.05,2.01,하락0.01,-0.50%
2010.03.04,2.02,상승0.01,+ 0.50%
2010.03.03,2.01,하락0.01,-0.50%
2010.03.02,2.02,보합0.00,0.00%
2010.02.26,2.02,보합0.00,0.00%
2010.02.25,2.02,상승0.12,+ 6.32%
2010.02.24,1.90,하락0.02,-1.04%
2010.02.23,1.92,하락0.06,-3.03%
2010.02.22,1.98,하락0.03,-1.49%
2010.02.19,2.01,하락0.01,-0.50%
2010.02.18,2.02,보합0.00,0.00%
2010.02.17,2.02,보합0.00,0.00%
2010.02.16,2.02,보합0.00,0.00%
2010.02.12,2.02,보합0.00,0.00%
2010.02.11,2.02,상승0.05,+ 2.54%
2010.02.10,1.97,하락0.02,-1.01%
2010.02.09,1.99,하락0.01,-0.50%
2010.02.08,2.00,보합0.00,0.00%
2010.02.05,2.00,보합0.00,0.00%
2010.02.04,2.00,보합0.00,0.00%
2010.02.03,2.00,보합0.00,0.00%
2010.02.02,2.00,하락0.01,-0.50%
2010.02.01,2.01,보합0.00,0.00%
2010.01.29,2.01,보합0.00,0.00%
2010.01.28,2.01,보합0.00,0.00%
2010.01.27,2.01,보합0.00,0.00%
2010.01.26,2.01,보합0.00,0.00%
2010.01.25,2.01,상승0.01,+ 0.50%
2010.01.22,2.00,하락0.01,-0.50%
2010.01.21,2.01,상승0.04,+ 2.03%
2010.01.20,1.97,하락0.02,-1.01%
2010.01.19,1.99,보합0.00,0.00%
2010.01.18,1.99,하락0.01,-0.50%
2010.01.15,2.00,보합0.00,0.00%
2010.01.14,2.00,보합0.00,0.00%
2010.01.13,2.00,보합0.00,0.00%
2010.01.12,2.00,보합0.00,0.00%
2010.01.11,2.00,보합0.00,0.00%
2010.01.08,2.00,보합0.00,0.00%
2010.01.07,2.00,상승0.04,+ 2.04%
2010.01.06,1.96,하락0.02,-1.01%
2010.01.05,1.98,하락0.01,-0.50%
2010.01.04,1.99,하락0.02,-1.00%
2009.12.31,2.01,상승0.01,+ 0.50%
2009.12.30,2.00,보합0.00,0.00%
2009.12.29,2.00,보합0.00,0.00%
2009.12.28,2.00,상승0.02,+ 1.01%
2009.12.24,1.98,하락0.01,-0.50%
2009.12.23,1.99,보합0.00,0.00%
2009.12.22,1.99,하락0.01,-0.50%
2009.12.21,2.00,보합0.00,0.00%
2009.12.18,2.00,보합0.00,0.00%
2009.12.17,2.00,보합0.00,0.00%
2009.12.16,2.00,보합0.00,0.00%
2009.12.15,2.00,보합0.00,0.00%
2009.12.14,2.00,보합0.00,0.00%
2009.12.11,2.00,하락0.01,-0.50%
2009.12.10,2.01,상승0.04,+ 2.03%
2009.12.09,1.97,보합0.00,0.00%
2009.12.08,1.97,하락0.02,-1.01%
2009.12.07,1.99,하락0.01,-0.50%
2009.12.04,2.00,보합0.00,0.00%
2009.12.03,2.00,보합0.00,0.00%
2009.12.02,2.00,보합0.00,0.00%
2009.12.01,2.00,하락0.01,-0.50%
2009.11.30,2.01,상승0.01,+ 0.50%
2009.11.27,2.00,하락0.01,-0.50%
2009.11.26,2.01,상승0.02,+ 1.01%
2009.11.25,1.99,하락0.01,-0.50%
2009.11.24,2.00,하락0.03,-1.48%
2009.11.23,2.03,상승0.02,+ 1.00%
2009.11.20,2.01,상승0.06,+ 3.08%
2009.11.19,1.95,하락0.01,-0.51%
2009.11.18,1.96,하락0.03,-1.51%
2009.11.17,1.99,하락0.02,-1.00%
2009.11.16,2.01,상승0.01,+ 0.50%
2009.11.13,2.00,하락0.01,-0.50%
2009.11.12,2.01,상승0.03,+ 1.52%
2009.11.11,1.98,하락0.09,-4.35%
2009.11.10,2.07,상승0.07,+ 3.50%
2009.11.09,2.00,보합0.00,0.00%
2009.11.06,2.00,보합0.00,0.00%
2009.11.05,2.00,상승0.01,+ 0.50%
2009.11.04,1.99,보합0.00,0.00%
2009.11.03,1.99,하락0.01,-0.50%
2009.11.02,2.00,하락0.01,-0.50%
2009.10.30,2.01,보합0.00,0.00%
2009.10.29,2.01,상승0.01,+ 0.50%
2009.10.28,2.00,보합0.00,0.00%
2009.10.27,2.00,보합0.00,0.00%
2009.10.26,2.00,보합0.00,0.00%
2009.10.23,2.00,보합0.00,0.00%
2009.10.22,2.00,하락0.02,-0.99%
2009.10.21,2.02,상승0.03,+ 1.51%
2009.10.20,1.99,상승0.01,+ 0.51%
2009.10.19,1.98,보합0.00,0.00%
2009.10.16,1.98,하락0.01,-0.50%
2009.10.15,1.99,보합0.00,0.00%
2009.10.14,1.99,보합0.00,0.00%
2009.10.13,1.99,보합0.00,0.00%
2009.10.12,1.99,보합0.00,0.00%
2009.10.09,1.99,보합0.00,0.00%
2009.10.08,1.99,보합0.00,0.00%
2009.10.07,1.99,보합0.00,0.00%
2009.10.06,2.00,상승0.01,+ 0.50%
2009.10.05,1.99,하락0.01,-0.50%
2009.10.01,2.00,보합0.00,0.00%
2009.09.30,2.00,하락0.01,-0.50%
2009.09.29,2.01,상승0.01,+ 0.50%
2009.09.28,2.00,보합0.00,0.00%
2009.09.25,2.00,보합0.00,0.00%
2009.09.24,2.00,상승0.21,+ 11.73%
2009.09.23,1.79,하락0.01,-0.56%
2009.09.22,1.80,하락0.17,-8.63%
2009.09.21,1.97,하락0.03,-1.50%
2009.09.18,2.00,보합0.00,0.00%
2009.09.17,2.00,상승0.01,+ 0.50%
2009.09.16,1.99,보합0.00,0.00%
2009.09.15,1.99,하락0.01,-0.50%
2009.09.14,2.00,상승0.01,+ 0.50%
2009.09.11,1.99,보합0.00,0.00%
2009.09.10,1.99,상승0.01,+ 0.51%
2009.09.09,1.98,상승0.07,+ 3.66%
2009.09.08,1.91,하락0.06,-3.05%
2009.09.07,1.97,보합0.00,0.00%
2009.09.04,1.97,보합0.00,0.00%
2009.09.03,1.97,하락0.01,-0.51%
2009.09.02,1.98,보합0.00,0.00%
2009.09.01,1.98,하락0.01,-0.50%
2009.08.31,1.99,상승0.02,+ 1.02%
2009.08.28,1.97,보합0.00,0.00%
2009.08.27,1.97,하락0.01,-0.51%
2009.08.26,1.98,보합0.00,0.00%
2009.08.25,1.98,보합0.00,0.00%
2009.08.24,1.98,보합0.00,0.00%
2009.08.21,1.98,하락0.01,-0.50%
2009.08.20,1.99,상승0.02,+ 1.02%
2009.08.19,1.97,보합0.00,0.00%
2009.08.18,1.97,하락0.01,-0.51%
2009.08.17,1.98,상승0.01,+ 0.51%
2009.08.14,1.97,하락0.01,-0.51%
2009.08.13,1.98,보합0.00,0.00%
2009.08.12,1.98,하락0.01,-0.50%
2009.08.11,1.99,보합0.00,0.00%
2009.08.10,1.99,보합0.00,0.00%
2009.08.07,1.99,상승0.01,+ 0.51%
2009.08.06,1.98,상승0.01,+ 0.51%
2009.08.05,1.97,보합0.00,0.00%
2009.08.04,1.97,상승0.03,+ 1.55%
2009.08.03,1.94,하락0.01,-0.51%
2009.07.31,1.95,상승0.02,+ 1.04%
2009.07.30,1.93,보합0.00,0.00%
2009.07.29,1.93,보합0.00,0.00%
2009.07.28,1.93,보합0.00,0.00%
2009.07.27,1.93,보합0.00,0.00%
2009.07.24,1.93,보합0.00,0.00%
2009.07.23,1.93,보합0.00,0.00%
2009.07.22,1.93,보합0.00,0.00%
2009.07.21,1.93,하락0.01,-0.52%
2009.07.20,1.94,보합0.00,0.00%
2009.07.17,1.94,하락0.01,-0.51%
2009.07.16,1.95,보합0.00,0.00%
2009.07.15,1.95,보합0.00,0.00%
2009.07.14,1.95,상승0.01,+ 0.52%
2009.07.13,1.94,보합0.00,0.00%
2009.07.10,1.94,상승0.01,+ 0.52%
2009.07.09,1.93,상승0.01,+ 0.52%
2009.07.08,1.92,보합0.00,0.00%
2009.07.07,1.92,하락0.01,-0.52%
2009.07.06,1.93,상승0.01,+ 0.52%
2009.07.03,1.92,보합0.00,0.00%
2009.07.02,1.92,상승0.02,+ 1.05%
2009.07.01,1.90,하락0.06,-3.06%
2009.06.30,1.96,상승0.04,+ 2.08%
2009.06.29,1.92,보합0.00,0.00%
2009.06.26,1.92,하락0.01,-0.52%
2009.06.25,1.93,상승0.06,+ 3.21%
2009.06.24,1.87,상승0.05,+ 2.75%
2009.06.23,1.82,하락0.11,-5.70%
2009.06.22,1.93,하락0.01,-0.52%
2009.06.19,1.94,하락0.01,-0.51%
2009.06.18,1.95,보합0.00,0.00%
2009.06.17,1.95,상승0.01,+ 0.52%
2009.06.16,1.94,상승0.01,+ 0.52%
2009.06.15,1.93,하락0.01,-0.52%
2009.06.12,1.94,하락0.02,-1.02%
2009.06.11,1.96,상승0.03,+ 1.55%
2009.06.10,1.93,하락0.03,-1.53%
2009.06.09,1.96,상승0.03,+ 1.55%
2009.06.08,1.93,보합0.00,0.00%
2009.06.05,1.93,보합0.00,0.00%
2009.06.04,1.93,상승0.01,+ 0.52%
2009.06.03,1.92,하락0.01,-0.52%
2009.06.02,1.93,하락0.02,-1.03%
2009.06.01,1.95,하락0.01,-0.51%
2009.05.29,1.96,보합0.00,0.00%
2009.05.28,1.96,보합0.00,0.00%
2009.05.27,1.96,하락0.01,-0.51%
2009.05.26,1.97,보합0.00,0.00%
2009.05.25,1.97,보합0.00,0.00%
2009.05.22,1.97,상승0.01,+ 0.51%
2009.05.21,1.96,상승0.23,+ 13.29%
2009.05.20,1.73,하락0.01,-0.57%
2009.05.19,1.74,하락0.15,-7.94%
2009.05.18,1.89,하락0.04,-2.07%
2009.05.15,1.93,보합0.00,0.00%
2009.05.14,1.93,보합0.00,0.00%
2009.05.13,1.93,보합0.00,0.00%
2009.05.12,1.93,보합0.00,0.00%
2009.05.11,1.93,상승0.01,+ 0.52%
2009.05.08,1.92,상승0.09,+ 4.92%
2009.05.07,1.83,상승0.11,+ 6.40%
2009.05.06,1.72,하락0.05,-2.82%
2009.05.04,1.77,하락0.08,-4.32%
2009.04.30,1.85,상승0.01,+ 0.54%
2009.04.29,1.84,하락0.01,-0.54%
2009.04.28,1.85,하락0.03,-1.60%
2009.04.27,1.88,상승0.04,+ 2.17%
2009.04.24,1.84,하락0.05,-2.65%
2009.04.23,1.89,상승0.32,+ 20.38%
2009.04.22,1.57,보합0.00,0.00%
2009.04.21,1.57,하락0.29,-15.59%
2009.04.20,1.86,상승0.03,+ 1.64%
2009.04.17,1.83,보합0.00,0.00%
2009.04.16,1.83,상승0.07,+ 3.98%
2009.04.15,1.76,하락0.03,-1.68%
2009.04.14,1.79,하락0.01,-0.56%
2009.04.13,1.80,하락0.02,-1.10%
2009.04.10,1.82,하락0.04,-2.15%
2009.04.09,1.86,상승0.28,+ 17.72%
2009.04.08,1.58,상승0.01,+ 0.64%
2009.04.07,1.57,하락0.08,-4.85%
2009.04.06,1.65,하락0.01,-0.60%
2009.04.03,1.66,상승0.01,+ 0.61%
2009.04.02,1.65,하락0.07,-4.07%
2009.04.01,1.72,하락0.01,-0.58%
2009.03.31,1.73,하락0.03,-1.70%
2009.03.30,1.76,보합0.00,0.00%
2009.03.27,1.76,하락0.13,-6.88%
2009.03.26,1.89,상승0.33,+ 21.15%
2009.03.25,1.56,하락0.07,-4.29%
2009.03.24,1.63,하락0.11,-6.32%
2009.03.23,1.74,하락0.07,-3.87%
2009.03.20,1.81,상승0.02,+ 1.12%
2009.03.19,1.79,하락0.08,-4.28%
2009.03.18,1.87,하락0.07,-3.61%
2009.03.17,1.94,상승0.12,+ 6.59%
2009.03.16,1.82,보합0.00,0.00%
2009.03.13,1.82,상승0.04,+ 2.25%
2009.03.12,1.78,상승0.14,+ 8.54%
2009.03.11,1.64,상승0.01,+ 0.61%
2009.03.10,1.63,하락0.08,-4.68%
2009.03.09,1.71,하락0.05,-2.84%
2009.03.06,1.76,상승0.01,+ 0.57%
2009.03.05,1.75,하락0.01,-0.57%
2009.03.04,1.76,상승0.01,+ 0.57%
2009.03.03,1.75,보합0.00,0.00%
2009.03.02,1.75,하락0.12,-6.42%
2009.02.27,1.87,하락0.01,-0.53%
2009.02.26,1.88,상승0.30,+ 18.99%
2009.02.25,1.58,상승0.03,+ 1.94%
2009.02.24,1.55,하락0.21,-11.93%
2009.02.23,1.76,하락0.06,-3.30%
2009.02.20,1.82,상승0.03,+ 1.68%
2009.02.19,1.79,상승0.04,+ 2.29%
2009.02.18,1.75,하락0.01,-0.57%
2009.02.17,1.76,상승0.07,+ 4.14%
2009.02.16,1.69,하락0.23,-11.98%
2009.02.13,1.92,하락0.10,-4.95%
2009.02.12,2.02,하락0.04,-1.94%
2009.02.11,2.06,하락0.01,-0.48%
2009.02.10,2.07,하락0.13,-5.91%
2009.02.09,2.20,하락0.19,-7.95%
2009.02.06,2.39,보합0.00,0.00%
2009.02.05,2.39,상승0.01,+ 0.42%
2009.02.04,2.38,보합0.00,0.00%
2009.02.03,2.38,보합0.00,0.00%
2009.02.02,2.38,하락0.03,-1.24%
2009.01.30,2.41,하락0.04,-1.63%
2009.01.29,2.45,하락0.03,-1.21%
2009.01.28,2.48,상승0.04,+ 1.64%
2009.01.23,2.44,하락0.07,-2.79%
2009.01.22,2.51,상승0.41,+ 19.52%
2009.01.21,2.10,상승0.10,+ 5.00%
2009.01.20,2.00,상승0.01,+ 0.50%
2009.01.19,1.99,하락0.03,-1.49%
2009.01.16,2.02,하락0.02,-0.98%
2009.01.15,2.04,하락0.18,-8.11%
2009.01.14,2.22,하락0.04,-1.77%
2009.01.13,2.26,하락0.16,-6.61%
2009.01.12,2.42,하락0.07,-2.81%
2009.01.09,2.49,하락0.49,-16.44%
2009.01.08,2.98,상승0.40,+ 15.50%
2009.01.07,2.58,하락0.01,-0.39%
2009.01.06,2.59,하락0.16,-5.82%
2009.01.05,2.75,하락0.12,-4.18%
2009.01.02,2.87,하락0.15,-4.97%
2008.12.31,3.02,상승0.08,+ 2.72%
2008.12.30,2.94,하락0.03,-1.01%
2008.12.29,2.97,하락0.02,-0.67%
2008.12.26,2.99,상승0.33,+ 12.41%
2008.12.24,2.66,상승0.09,+ 3.50%
2008.12.23,2.57,하락0.13,-4.81%
2008.12.22,2.70,하락0.12,-4.26%
2008.12.19,2.82,상승0.01,+ 0.36%
2008.12.18,2.81,보합0.00,0.00%
2008.12.17,2.81,상승0.03,+ 1.08%
2008.12.16,2.78,하락0.05,-1.77%
2008.12.15,2.83,하락0.07,-2.41%
2008.12.12,2.90,하락0.26,-8.23%
2008.12.11,3.16,하락0.45,-12.47%
2008.12.10,3.61,보합0.00,0.00%
2008.12.09,3.61,하락1.10,-23.35%
2008.12.08,4.71,상승0.86,+ 22.34%
2008.12.05,3.85,하락0.06,-1.53%
2008.12.04,3.91,하락0.07,-1.76%
2008.12.03,3.98,보합0.00,0.00%
2008.12.02,3.98,상승0.01,+ 0.25%
2008.12.01,3.97,하락0.02,-0.50%
2008.11.28,3.99,상승0.01,+ 0.25%
2008.11.27,3.98,보합0.00,0.00%
2008.11.26,3.98,보합0.00,0.00%
2008.11.25,3.98,하락0.01,-0.25%
2008.11.24,3.99,상승0.01,+ 0.25%
2008.11.21,3.98,하락0.01,-0.25%
2008.11.20,3.99,상승0.04,+ 1.01%
2008.11.19,3.95,보합0.00,0.00%
2008.11.18,3.95,상승0.02,+ 0.51%
2008.11.17,3.93,하락0.05,-1.26%
2008.11.14,3.98,보합0.00,0.00%
2008.11.13,3.98,보합0.00,0.00%
2008.11.12,3.98,보합0.00,0.00%
2008.11.11,3.98,보합0.00,0.00%
2008.11.10,3.98,상승0.01,+ 0.25%
2008.11.07,3.97,하락0.25,-5.92%
2008.11.06,4.22,상승0.18,+ 4.46%
2008.11.05,4.04,상승0.02,+ 0.50%
2008.11.04,4.02,하락0.08,-1.95%
2008.11.03,4.10,하락0.04,-0.97%
2008.10.31,4.14,하락0.07,-1.66%
2008.10.30,4.21,하락0.03,-0.71%
2008.10.29,4.24,보합0.00,0.00%
2008.10.28,4.24,하락0.04,-0.93%
2008.10.27,4.28,하락0.70,-14.06%
2008.10.24,4.98,보합0.00,0.00%
2008.10.23,4.98,상승0.09,+ 1.84%
2008.10.22,4.89,보합0.00,0.00%
2008.10.21,4.89,하락0.08,-1.61%
2008.10.20,4.97,하락0.02,-0.40%
2008.10.17,4.99,보합0.00,0.00%
2008.10.16,4.99,보합0.00,0.00%
2008.10.15,4.99,보합0.00,0.00%
2008.10.14,4.99,상승0.01,+ 0.20%
2008.10.13,4.98,보합0.00,0.00%
2008.10.10,4.98,보합0.00,0.00%
2008.10.09,4.98,하락0.14,-2.73%
2008.10.08,5.12,상승0.06,+ 1.19%
2008.10.07,5.06,하락0.17,-3.25%
2008.10.06,5.23,상승0.01,+ 0.19%
2008.10.02,5.22,보합0.00,0.00%
2008.10.01,5.22,보합0.00,0.00%
2008.09.30,5.22,보합0.00,0.00%
2008.09.29,5.22,하락0.01,-0.19%
2008.09.26,5.23,보합0.00,0.00%
2008.09.25,5.23,상승0.37,+ 7.61%
2008.09.24,4.86,상승0.06,+ 1.25%
2008.09.23,4.80,하락0.15,-3.03%
2008.09.22,4.95,하락0.12,-2.37%
2008.09.19,5.07,하락0.05,-0.98%
2008.09.18,5.12,하락0.12,-2.29%
2008.09.17,5.24,상승0.01,+ 0.19%
2008.09.16,5.23,하락0.02,-0.38%
2008.09.12,5.25,보합0.00,0.00%
2008.09.11,5.25,상승0.03,+ 0.57%
2008.09.10,5.22,하락0.06,-1.14%
2008.09.09,5.28,상승0.03,+ 0.57%
2008.09.08,5.25,상승0.01,+ 0.19%
2008.09.05,5.24,하락0.01,-0.19%
2008.09.04,5.25,보합0.00,0.00%
2008.09.03,5.25,상승0.01,+ 0.19%
2008.09.02,5.24,하락0.01,-0.19%
2008.09.01,5.25,보합0.00,0.00%
2008.08.29,5.25,상승0.01,+ 0.19%
2008.08.28,5.24,보합0.00,0.00%
2008.08.27,5.24,보합0.00,0.00%
2008.08.26,5.24,보합0.00,0.00%
2008.08.25,5.24,하락0.01,-0.19%
2008.08.22,5.25,보합0.00,0.00%
2008.08.21,5.25,상승0.02,+ 0.38%
2008.08.20,5.23,보합0.00,0.00%
2008.08.19,5.23,하락0.01,-0.19%
2008.08.18,5.24,하락0.01,-0.19%
2008.08.14,5.25,보합0.00,0.00%
2008.08.13,5.25,보합0.00,0.00%
2008.08.12,5.25,상승0.01,+ 0.19%
2008.08.11,5.24,보합0.00,0.00%
2008.08.08,5.24,하락0.01,-0.19%
2008.08.07,5.25,상승0.23,+ 4.58%
2008.08.06,5.02,보합0.00,0.00%
2008.08.05,5.02,보합0.00,0.00%
2008.08.04,5.02,보합0.00,0.00%
2008.08.01,5.02,상승0.02,+ 0.40%
2008.07.31,5.03,상승0.03,+ 0.60%
2008.07.30,5.00,하락0.01,-0.20%
2008.07.29,5.01,보합0.00,0.00%
2008.07.28,5.01,상승0.01,+ 0.20%
2008.07.25,5.00,보합0.00,0.00%
2008.07.24,5.00,상승0.44,+ 9.65%
2008.07.23,4.56,하락0.01,-0.22%
2008.07.22,4.57,하락0.01,-0.22%
2008.07.21,4.58,하락0.43,-8.58%
2008.07.18,5.01,상승0.01,+ 0.20%
2008.07.17,5.01,상승0.01,+ 0.20%
2008.07.16,5.00,하락0.01,-0.20%
2008.07.15,5.01,보합0.00,0.00%
2008.07.14,5.00,하락0.01,-0.20%
2008.07.11,5.01,보합0.00,0.00%
2008.07.10,5.01,하락0.01,-0.20%
2008.07.09,5.02,상승0.01,+ 0.20%
2008.07.08,5.01,보합0.00,0.00%
2008.07.07,5.01,하락0.02,-0.40%
2008.07.04,5.03,상승0.04,+ 0.80%
2008.07.03,4.99,보합0.00,0.00%
2008.07.02,4.99,보합0.00,0.00%
2008.07.01,4.99,하락0.02,-0.40%
2008.06.30,5.01,상승0.01,+ 0.20%
2008.06.27,5.00,상승0.45,+ 9.89%
2008.06.26,5.01,상승0.46,+ 10.11%
2008.06.25,4.55,보합0.00,0.00%
2008.06.24,4.55,하락0.07,-1.52%
2008.06.23,4.62,하락0.39,-7.78%
2008.06.20,5.01,상승0.01,+ 0.20%
2008.06.19,5.00,보합0.00,0.00%
2008.06.18,5.00,보합0.00,0.00%
2008.06.17,5.00,하락0.01,-0.20%
2008.06.16,5.01,상승0.02,+ 0.40%
2008.06.13,4.99,보합0.00,0.00%
2008.06.12,4.99,상승0.42,+ 9.19%
2008.06.11,4.57,보합0.00,0.00%
2008.06.10,4.57,하락0.24,-4.99%
2008.06.09,4.81,하락0.19,-3.80%
2008.06.05,5.00,보합0.00,0.00%
2008.06.04,5.00,보합0.00,0.00%
2008.06.03,5.00,보합0.00,0.00%
2008.06.02,5.00,하락0.04,-0.79%
2008.05.30,5.04,상승0.01,+ 0.20%
2008.05.29,5.03,보합0.00,0.00%
2008.05.28,5.03,상승0.02,+ 0.40%
2008.05.27,5.01,상승0.01,+ 0.20%
2008.05.26,5.00,보합0.00,0.00%
2008.05.23,5.00,보합0.00,0.00%
2008.05.22,5.00,상승0.38,+ 8.23%
2008.05.21,4.62,하락0.01,-0.22%
2008.05.20,4.63,하락0.30,-6.09%
2008.05.19,4.93,하락0.02,-0.40%
2008.05.16,4.95,상승0.05,+ 1.02%
2008.05.15,4.90,상승0.03,+ 0.62%
2008.05.14,4.87,하락0.06,-1.22%
2008.05.13,4.93,하락0.07,-1.40%
2008.05.09,5.00,하락0.18,-3.47%
2008.05.08,5.01,하락0.17,-3.28%
2008.05.07,5.18,하락0.01,-0.19%
2008.05.06,5.19,상승0.23,+ 4.64%
2008.05.02,4.96,상승0.01,+ 0.20%
2008.04.30,4.95,상승0.01,+ 0.20%
2008.04.29,4.94,상승0.05,+ 1.02%
2008.04.28,4.89,하락0.07,-1.41%
2008.04.25,4.96,하락0.04,-0.80%
2008.04.24,5.00,상승0.02,+ 0.40%
2008.04.23,4.98,보합0.00,0.00%
2008.04.22,4.98,상승0.01,+ 0.20%
2008.04.21,4.97,하락0.03,-0.60%
2008.04.18,5.00,보합0.00,0.00%
